name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"41.094064, 29.090658",2017-09-29T17:00:00,17.6,17.6,10.8,64.33,0,0,,,,,21.1,32,1019.6,90,19,97.6,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-29T18:00:00,17,17,11.6,70.21,0,0,,,,33.4,16.7,39,1019.6,90,18.4,20,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-29T19:00:00,15.5,15.5,13.8,89.59,0,0,,,,,19.7,24,1019.7,90,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-29T20:00:00,15.7,15.7,12.9,83.82,0,0,,,,,17.7,32,1019.7,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-29T21:00:00,16.9,16.9,11.1,68.85,0.52,100,rain,,,32.9,19.1,26,1019.6,90,10.7,0,,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-29T22:00:00,17.3,17.3,11,66.29,0,0,,,,,15.9,32,1019.6,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-29T23:00:00,17.3,17.3,12,70.77,0,0,,,,,15.7,42,1019.3,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T00:00:00,17.4,17.4,11.6,68.69,0,0,,,,27.6,14.2,41,1018.4,89.9,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T01:00:00,17.1,17.1,12.7,75.16,0,0,,,,,14.3,50,1018.3,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T02:00:00,16.6,16.6,13.2,80.08,0,0,,,,,10.9,62,1018.4,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T03:00:00,16.5,16.5,13,79.87,0,0,,,,27.6,10.4,43,1018.1,89.9,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T04:00:00,16.7,16.7,13.7,82.72,0,0,,,,,14.4,9,1017.5,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T05:00:00,16.6,16.6,14.2,86.23,0,0,,,,,12.9,5,1016.7,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T06:00:00,16.6,16.6,14.6,88.07,0,0,,,,22.5,9.4,7,1016.1,89.9,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T07:00:00,16.8,16.8,14.1,84.34,0,0,,,,,7.6,39,1016.1,90,19,7.3,0,0,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T08:00:00,16.6,16.6,13.8,83.9,0,0,,,,,2.2,157,1016.3,90,19,38.5,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T09:00:00,16.7,16.7,14.1,84.44,0.03,100,rain,,0,22.2,2.6,184,1016.4,90,18.9,73.3,0.3,1,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T10:00:00,16.7,16.7,13.9,83.59,0,0,,,,,2.2,157,1016.7,90,18.9,110.1,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T11:00:00,15.8,15.8,14.1,90.06,0,0,,,,,2.4,248,1016.7,90,8.5,149.2,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T12:00:00,16.7,16.7,15.3,91.3,0,0,,,,6.2,1.9,142,1016.4,90,7.6,171.8,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T13:00:00,17.3,17.3,16.2,93.45,0,0,,,,,2.4,42,1016.5,90,8.5,182.5,0.7,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T14:00:00,17.5,17.5,16.1,91.38,0,0,,,,,8.9,29,1016.1,90,10.6,171.5,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T15:00:00,17.7,17.7,15.5,86.95,1.04,100,rain,,,18,14.1,33,1015.6,89.9,10.6,130.6,0.5,1,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T16:00:00,17.6,17.6,14.7,83.35,0,0,,,,,12.9,29,1015.7,89.9,11.7,89.2,0.3,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T17:00:00,17.2,17.2,15,87.25,0,0,,,,,9.7,31,1015.6,89.9,18.4,53.6,0.2,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T18:00:00,16.5,16.5,15.3,92.59,0,0,,,,37.5,19.4,38,1015.7,89.9,5.6,15,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T19:00:00,15.9,15.9,15.2,95.43,0,0,,,,,25.3,41,1016.2,90,8.8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T20:00:00,16,16,15.4,96.31,0,0,,,,,25.5,32,1016.5,90,6.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T21:00:00,15.8,15.8,15.5,98.24,3.79,100,rain,,,38.5,21.1,27,1017.3,89.9,8.6,0,,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-09-30T22:00:00,15.9,15.9,15.2,95.93,0,0,,,,,23.5,23,1017.4,90,6.4,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-09-30T23:00:00,15.7,15.7,15,95.14,0,0,,,,,22.1,36,1017.3,90,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T00:00:00,15.5,15.5,14.6,94.27,0,0,,,,35.2,22.9,25,1017.5,90,8.6,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T01:00:00,14.8,14.8,14.1,95.51,0,0,,,,,21.8,32,1017.6,90,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T02:00:00,15,15,13.8,92.55,0,0,,,,,16.4,34,1017.5,90,6.4,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T03:00:00,15.1,15.1,14,93.57,2.19,100,rain,,,34.6,14.3,15,1017.2,90,6.9,0,,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T04:00:00,14.7,14.7,14.1,96.03,0,0,,,,,16.2,44,1016.9,90,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T05:00:00,15.2,15.2,14.6,96.29,0,0,,,,,14.5,33,1016.9,90,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T06:00:00,15.1,15.1,14.3,95.11,0,0,,,,22.5,15.7,44,1017.1,90,6.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T07:00:00,14.8,14.8,14.5,97.72,0,0,,,,,9.8,13,1017.1,90,6.4,5.1,0,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T08:00:00,15,15,14.5,96.97,0,0,,,,,13.1,34,1017.6,90,8.2,34.6,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T09:00:00,15.5,15.5,14.8,95.67,4.67,100,rain,,,27.4,15.8,22,1017.8,90,18.5,79.7,0.3,1,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T10:00:00,15.5,15.5,14.3,92.26,0,0,,,,,15.6,41,1018.5,90,9.6,126.6,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T11:00:00,15.7,15.7,14.2,90.94,0,0,,,,,12.7,37,1018.8,90,9.6,165.1,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T12:00:00,15.2,15.2,14.1,93.13,0,0,,,,27.7,19.3,33,1018.9,90,9.7,228.5,0.8,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T13:00:00,16.3,16.3,13.7,84.23,0,0,,,,,20.6,25,1019,90,19,397,1.4,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T14:00:00,16.9,16.9,12.9,77.34,0,0,,,,,17.3,27,1019.1,90,18.8,373.8,1.3,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T15:00:00,16.7,16.7,13.2,80.01,2.05,100,rain,,,31.4,15.8,42,1019.4,90,18.6,269.8,1,3,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T16:00:00,15.5,15.5,14,90.53,0,0,,,,,12.8,42,1019.7,90,8.6,160.5,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T17:00:00,15.3,15.3,14,92.09,0,0,,,,,14,45,1019.9,90,8.4,54.4,0.2,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T18:00:00,14.8,14.8,13.9,94.34,0,0,,,,24.3,14,38,1020.3,90,6.7,11.9,0,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T19:00:00,14.8,14.8,13.8,93.95,0,0,,,,,14,26,1020.6,90,6.8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T20:00:00,14.7,14.7,13.5,92.5,0,0,,,,,15.2,12,1020.9,90,7.5,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T21:00:00,15.2,15.2,12.7,84.89,0.99,100,rain,,,25.5,13.9,25,1021.4,90,8.8,0,,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-01T22:00:00,15.6,15.6,12.3,80.82,0,0,,,,,12.5,23,1021.8,90,14.4,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-01T23:00:00,16,16,12.4,79.44,0,0,,,,,12.3,42,1021.9,63,18.9,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T00:00:00,16.1,16.1,12.1,77.37,0,0,,,,20.6,10.3,23,1022.1,89.4,18.9,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T01:00:00,16.2,16.2,12.2,77.2,0,0,,,,,10.5,47,1022.1,90,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T02:00:00,16.1,16.1,12.2,77.81,0,0,,,,,10.4,30,1022.4,90,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T03:00:00,15.1,15.1,12.9,86.77,0.2,100,rain,,,26.4,13.7,20,1022.4,90,18.6,0,,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T04:00:00,14.6,14.6,13.7,94.35,0,0,,,,,15.8,15,1022.3,87.9,9,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T05:00:00,13.9,13.9,13.3,96.19,0,0,,,,,7.6,53,1022.3,90,8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T06:00:00,14,14,13.3,95.47,0,0,,,,22,4,79,1022.6,89.9,8.8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T07:00:00,13.9,13.9,13.5,97.14,0,0,,,,,7.5,95,1022.7,90,8.1,14.9,0.1,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T08:00:00,14.4,14.4,13.1,91.97,0,0,,,,,17.4,41,1023,90,18.9,99.4,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T09:00:00,14.7,14.7,12.6,86.95,4.34,100,rain,,,25.5,18.8,29,1023.5,89.9,14.7,209.6,0.8,2,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T10:00:00,17.7,17.7,12.5,71.4,0,0,,,,,19.1,30,1023.9,90,19,341.4,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T11:00:00,18.5,18.5,11,61.97,0,0,,,,,17.4,39,1024.4,36,19,304.5,1.1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T12:00:00,18.7,18.7,11.4,62.47,0,0,,,,28.8,19.4,23,1024.4,54.6,19,276.6,1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T13:00:00,18.8,18.8,11.2,61.1,0,0,,,,,19.5,28,1024.5,45.1,19.1,338.3,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T14:00:00,18.9,18.9,9.7,55.26,0,0,,,,,17.3,29,1024.4,36.1,19.1,467.1,1.7,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T15:00:00,18.1,18.1,10.8,62.46,0.02,100,rain,,,29.3,12.9,30,1024.3,42.4,19.1,483.1,1.7,5,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T16:00:00,17.4,17.4,11,65.93,0,0,,,,,14.4,22,1024.3,43.8,19.1,310.9,1.1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T17:00:00,17.1,17.1,11.3,68.72,0,0,,,,,17.4,19,1024.2,52.1,19.1,160.5,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T18:00:00,17,17,10.8,67.2,0,0,,,,29.2,17.7,18,1024.2,51.4,19.1,33.2,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T19:00:00,15.8,15.8,10.6,71.4,0,0,,,,,13.1,6,1024.4,32.9,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T20:00:00,15.7,15.7,9.9,68.39,0,0,,,,,12.5,7,1024.4,41.4,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T21:00:00,15.7,15.7,10.3,70.59,0,0,,,,28.9,9.5,13,1024.5,53.4,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-02T22:00:00,15.8,15.8,11.2,74.13,0,0,,,,,12.6,27,1024.6,79.3,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-02T23:00:00,15.8,15.8,10.8,72.24,0,0,,,,,12.5,35,1024.5,52.2,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T00:00:00,16.1,16.1,10.9,71.22,0,0,,,,18.5,10.7,49,1024.3,54.6,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T01:00:00,15.8,15.8,11.9,77.47,0,0,,,,,13.9,41,1024.2,79.7,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T02:00:00,15.6,15.6,11.3,75.72,0,0,,,,,12.7,50,1024.1,80.6,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T03:00:00,15.5,15.5,10.9,73.91,0,0,,,,24.3,17.1,40,1024.2,64.2,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T04:00:00,15.3,15.3,10.2,71.57,0,0,,,,,14.5,41,1024.1,61.7,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T05:00:00,15.3,15.3,9.6,69.02,0,0,,,,,14.4,32,1024.1,61.7,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T06:00:00,15.1,15.1,8.7,65.87,0,0,,,,24,15.3,35,1024.3,79.7,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T07:00:00,14.7,14.7,8.4,65.82,0,0,,,,,12.4,39,1024.3,86.2,19,19.4,0.1,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T08:00:00,15.2,15.2,8.3,63.52,0,0,,,,,12.6,47,1024.3,48.7,19,115.3,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T09:00:00,18.7,18.7,9,53.38,0.01,100,rain,,,23.7,10.9,41,1024.5,48,19,268.5,1,3,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T10:00:00,18,18,7.9,51.53,0,0,,,,,12.4,23,1024.7,48.5,19.1,381.3,1.4,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T11:00:00,19.1,19.1,7.4,46.77,0,0,,,,,10.9,35,1024.9,39.9,19.1,506.1,1.8,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T12:00:00,18.7,18.7,9,53.26,0,0,,,,16.7,9.1,21,1024.7,39.9,19.1,609,2.2,6,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T13:00:00,18.4,18.4,9.4,55.98,0,0,,,,,10.9,23,1024.3,40.4,19.1,688.8,2.5,7,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T14:00:00,18.3,18.3,10.3,59.68,0,0,,,,,14.1,30,1023.9,50.2,19.1,683,2.5,7,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T15:00:00,17.6,17.6,10.9,64.8,0,0,,,,22.2,12.7,12,1023.6,50.2,19.1,570.8,2.1,6,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T16:00:00,17.3,17.3,11.2,67.07,0,0,,,,,11.3,18,1023.3,57.9,19.1,412.6,1.5,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T17:00:00,16.9,16.9,10.9,67.64,0,0,,,,,14.4,25,1023,50.1,19.1,225.2,0.8,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T18:00:00,16.6,16.6,10.1,65.24,0,0,,,,22.4,14.2,40,1022.9,57.2,19.1,47.8,0.2,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T19:00:00,15.8,15.8,9.4,66.1,0,0,,,,,11.1,51,1022.9,48.3,14.9,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T20:00:00,14.8,14.8,9.5,70.54,0,0,,,,,7.6,59,1023.1,36.1,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T21:00:00,14.3,14.3,9.5,72.6,0,0,,,,22.5,7.7,53,1023.2,27,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-03T22:00:00,13.7,13.7,9.2,73.95,0,0,,,,,2.5,40,1023.2,27,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-03T23:00:00,13.7,13.7,9.2,74.2,0,0,,,,,2.4,86,1023.4,36.1,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T00:00:00,13.3,13.3,9,75.44,0,0,,,,9.7,2.5,110,1023.5,43.8,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-04T01:00:00,13.1,13.1,8.5,74,0,0,,,,,2.2,284,1023.5,0,10,0,,0,,Clear,clear-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T02:00:00,12.3,12.3,9.9,85.5,0,0,,,,,2.2,95,1023.5,36.1,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T03:00:00,12.2,12.2,10,86.79,0,0,,,,9.9,2.6,93,1023.3,52.2,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-04T04:00:00,11.6,11.6,10.1,90.6,0,0,,,,,0.5,37,1023,28.2,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T05:00:00,11.5,11.5,10.3,92.09,0,0,,,,,4,146,1023,27,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T06:00:00,11,11,10,93.19,0,0,,,,4.2,2.9,114,1022.9,27.6,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-04T07:00:00,11,11,10,93.84,0,0,,,,,2.2,88,1022.9,27,14.8,25,0.1,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T08:00:00,11.7,11.7,10.3,91.07,0,0,,,,,2.3,129,1023.3,36.1,19.6,173.4,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-10-04T09:00:00,13.7,13.7,11.2,84.65,0,0,,,0,5.4,2.7,162,1023.5,36,19.6,366.4,1.3,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-10-04T10:00:00,20.1,20.1,10.8,55.17,0,0,,,,,4.1,33,1023.8,44.7,19.3,529,1.9,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
